0	0	0
44	0	0
41	0	30
44	15	-30
73	0	0
40	0	0
40	0	0
40	0	0
43	-20	-10
44	0	0
73	0	0
44	0	0
45	0	0
43	-20	-10
44	20	5
44	0	0
44	0	0
44	0	0
45	0	0
44	15	-10
44	0	0
43	-20	-25
46	0	0
44	10	-35
44	30	25
44	35	35
44	0	0
44	0	0
40	0	0
42	0	0
44	35	35
44	0	55
44	0	0
44	0	0
40	0	0
40	0	0
43	-5	25
73	0	0
44	0	0
40	0	0
43	-15	-5
43	-10	10
47	0	0
45	0	30
40	0	0
43	-20	-10
45	0	0
44	10	-35
44	0	0
44	10	-35
41	0	0
43	-10	30
44	20	5
41	0	0
41	0	0
45	0	0
44	15	-10
44	15	-25
44	0	0
40	0	0
44	0	0
44	0	0
43	-20	-10
44	20	25
44	0	0
45	0	0
43	-20	-10
43	-10	10
44	0	0
73	0	0
44	0	0
45	0	0
44	15	-20
44	20	5
44	0	0
44	0	-70
44	10	-35
43	0	45
43	0	0
44	0	0
44	0	0
44	10	-35
43	-5	35
44	15	-25
44	0	0
44	0	0
44	10	-35
42	0	0
44	20	-5
44	50	45
41	0	0
44	10	-35
39	0	0
43	0	0
43	0	0
73	0	0
45	0	0
37	0	-60
44	0	0
44	10	-35
40	0	0
41	0	0
43	0	0
42	0	0
44	10	-35
44	10	-35
43	-10	35
41	0	70
41	0	0
43	-25	-25
43	-25	-25
44	10	-15
42	0	40
41	0	50
46	0	0
43	-25	-25
48	0	0
44	25	20
44	50	45
47	0	0
42	0	0
43	0	0
48	0	0
43	-20	-20
44	50	45
45	0	0
44	35	-20
44	20	5
44	0	0
44	20	25
44	0	0
43	-20	-10
45	0	0
43	-10	10
39	0	0
44	0	0
44	0	0
43	-20	-10
44	10	-35
44	0	0
40	0	0
44	10	-35
44	20	-5
45	0	0
44	20	5
40	0	0
44	10	-35
42	0	0
44	15	-10
44	0	55
40	0	0
40	0	0
45	0	0
42	0	0
44	15	-10
43	5	55
40	0	0
44	0	0
40	0	0
44	0	-70
41	0	0
41	0	0
37	0	0
44	0	0
44	0	0
44	0	-70
44	0	0
40	0	0
44	10	-35
44	15	-20
45	0	0
43	0	0
40	0	0
41	0	0
45	0	0
42	0	0
44	15	-20
44	50	45
