3	0	0
2	0	-10
2	0	-10
2	0	-10
72	0	0
2	0	-10
2	0	-10
151	0	0
3	0	0
2	0	-10
115	0	0
3	0	0
149	0	0
115	0	0
149	0	0
150	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
151	0	0
2	0	-10
2	0	-10
2	0	-10
119	40	30
296	0	0
293	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
151	0	0
2	0	-10
114	0	0
149	0	0
114	0	0
2	0	-10
2	0	-10
116	0	0
2	0	-10
2	0	-10
294	0	0
2	0	-10
2	0	-10
2	0	-10
150	0	0
3	0	0
73	0	0
151	0	0
115	0	0
2	0	-10
119	60	25
2	0	-15
2	0	-10
151	0	0
2	0	-10
2	0	-10
2	0	-10
150	0	0
297	0	0
294	0	0
2	0	-10
2	0	-10
2	0	-10
72	0	0
149	0	0
115	0	0
152	0	0
150	0	0
124	0	0
119	0	20
3	0	0
2	0	-10
151	0	0
3	0	0
119	50	20
2	0	-10
2	0	-10
150	0	0
152	0	0
150	0	0
2	0	-10
2	0	-10
149	0	0
151	0	0
118	35	30
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
149	0	0
3	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
149	0	0
291	0	0
148	0	0
2	0	-10
2	0	-10
292	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
157	0	0
2	0	-10
2	0	-10
2	0	-10
297	0	0
2	0	-10
300	0	0
2	0	-10
2	0	-10
118	0	0
117	-45	0
3	0	0
2	0	-10
148	0	0
3	0	0
119	30	-15
131	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
95	0	0
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
2	0	-10
116	0	0
301	0	0
2	0	-10
118	0	0
3	0	0
2	0	-10
120	0	0
2	0	-10
115	0	0
3	0	0
116	0	0
2	0	-10
2	0	-10
67	0	0
3	0	0
2	0	-10
2	0	-10
115	0	0
2	0	-10
306	0	0
301	0	0
2	0	-10
118	0	-5
2	0	-15
60	0	0
2	0	-15
2	0	-15
2	0	-15
2	0	-10
118	5	5
118	5	5
2	0	-10
118	40	55
105	0	0
118	0	0
116	0	0
115	0	0
150	0	0
152	0	0
119	-5	-25
125	0	0
113	0	0
118	-40	65
117	0	0
66	0	0
116	0	-45
118	0	0
64	0	0
119	0	0
151	0	0
73	0	0
120	0	0
122	0	0
120	0	0
122	0	0
118	0	0
122	0	0
71	0	0
120	0	0
76	0	0
117	-35	0
122	0	0
122	0	0
121	0	0
70	0	0
75	0	0
120	0	0
122	0	0
118	0	0
121	0	0
72	0	0
120	0	0
42	0	0
116	0	0
150	0	0
116	0	20
72	0	0
122	0	0
29	0	0
103	0	0
100	0	0
100	0	0
115	0	0
63	0	0
116	0	0
124	0	0
126	0	0
149	0	0
123	0	0
116	0	0
114	0	0
117	0	0
116	0	0
118	-30	50
118	0	0
120	0	0
65	0	0
118	-30	55
118	0	-50
148	0	0
122	0	0
151	0	0
115	0	0
149	0	0
123	0	0
120	0	0
120	0	0
117	0	0
117	-25	-35
3	0	0
119	0	0
151	0	0
119	0	0
118	0	0
2	0	-10
122	0	0
115	0	30
121	0	0
2	0	-15
123	0	0
119	0	0
292	0	0
46	0	0
81	0	0
287	0	0
100	0	0
152	0	0
2	0	-10
2	0	-10
121	0	0
118	-5	-45
120	45	-10
152	0	0
3	0	0
115	0	5
150	0	0
2	0	-15
2	0	-15
2	0	-10
119	20	35
152	0	0
2	0	-10
117	0	45
119	0	0
74	0	0
120	85	-20
117	0	60
122	0	0
151	0	0
124	0	0
75	0	0
2	0	-10
116	0	0
152	0	0
116	0	5
119	0	0
152	0	0
2	0	-10
116	0	-10
119	0	0
117	0	-65
2	0	-15
2	0	-15
121	0	0
120	0	0
124	0	0
2	0	-10
2	0	-10
119	35	25
123	0	0
120	0	-80
118	0	0
2	0	-15
153	0	0
119	0	0
120	0	0
116	0	0
140	0	0
134	0	0
115	0	0
117	0	-50
124	0	0
119	15	-60
119	0	-20
121	0	0
118	0	5
118	0	0
117	0	0
3	0	0
70	0	0
120	0	0
73	0	0
116	0	0
65	0	0
114	0	0
118	0	0
118	0	0
116	0	0
119	40	30
68	0	0
2	0	-15
29	0	0
2	0	-10
92	0	0
253	0	0
254	0	0
122	0	0
118	-10	-15
115	0	0
121	0	0
110	0	0
120	0	0
2	0	-10
150	0	0
152	0	0
71	0	0
120	0	0
118	0	0
121	0	-15
2	0	-15
114	0	0
120	0	0
115	0	0
3	0	0
2	0	-10
117	0	0
118	10	10
119	20	0
0	0	0
119	0	0
118	-15	-45
99	0	0
231	0	0
76	0	0
123	0	-30
152	0	0
2	0	-10
2	0	-10
114	0	0
119	30	5
118	0	0
293	0	0
119	0	0
117	0	0
119	0	0
2	0	-10
150	0	0
115	0	0
118	5	0
147	0	0
147	0	0
119	45	10
119	40	-40
119	40	-50
71	0	0
116	0	0
116	0	0
118	-10	-40
122	0	0
118	0	0
119	0	0
2	0	-10
231	0	0
119	0	0
