793.000	797.000	805.000	788.000
789.000	803.000	818.000	803.000
789.000	800.000	815.000	868.000
789.000	789.000	795.000	325.000
792.000	789.000	804.000	862.000
792.000	802.000	801.000	802.000
796.000	799.000	798.000	799.000
795.000	799.000	795.000	790.000
791.000	799.000	804.000	787.000
795.000	802.000	801.000	802.000
795.000	798.000	797.000	798.000
794.000	798.000	823.000	866.000
791.000	798.000	810.000	863.000
791.000	801.000	800.000	801.000
788.000	798.000	797.000	798.000
788.000	798.000	813.000	866.000
794.000	804.000	810.000	804.000
790.000	804.000	810.000	804.000
790.000	800.000	799.000	800.000
790.000	797.000	796.000	797.000
793.000	797.000	822.000	865.000
790.000	803.000	783.000	803.000
790.000	800.000	799.000	800.000
790.000	800.000	815.000	792.000
790.000	797.000	812.000	865.000
792.000	797.000	802.000	802.000
796.000	803.000	818.000	803.000
796.000	799.000	798.000	799.000
796.000	789.000	795.000	862.000
792.000	789.000	820.000	862.000
795.000	802.000	774.000	802.000
795.000	799.000	798.000	799.000
794.000	799.000	823.000	790.000
791.000	799.000	820.000	864.000
788.000	801.000	800.000	801.000
788.000	798.000	797.000	798.000
794.000	798.000	806.000	789.000
794.000	804.000	803.000	804.000
791.000	801.000	800.000	801.000
791.000	801.000	816.000	801.000
791.000	797.000	806.000	789.000
793.000	797.000	822.000	802.000
0.000	803.000	802.000	803.000
790.000	800.000	799.000	800.000
790.000	790.000	796.000	326.000
793.000	790.000	805.000	786.000
796.000	803.000	782.000	803.000
796.000	800.000	799.000	800.000
796.000	789.000	795.000	798.000
792.000	789.000	821.000	785.000
796.000	802.000	817.000	802.000
796.000	799.000	807.000	790.000
795.000	799.000	804.000	787.000
791.000	799.000	820.000	787.000
788.000	802.000	817.000	802.000
788.000	798.000	797.000	798.000
794.000	798.000	780.000	789.000
794.000	798.000	803.000	775.000
791.000	801.000	800.000	801.000
781.000	801.000	816.000	801.000
781.000	798.000	806.000	789.000
793.000	798.000	822.000	803.000
790.000	804.000	819.000	804.000
790.000	800.000	799.000	800.000
790.000	797.000	796.000	797.000
793.000	797.000	821.000	865.000
790.000	803.000	783.000	803.000
790.000	800.000	799.000	800.000
790.000	800.000	815.000	868.000
790.000	797.000	812.000	865.000
792.000	797.000	821.000	865.000
796.000	802.000	782.000	802.000
796.000	799.000	798.000	799.000
796.000	789.000	795.000	865.000
792.000	789.000	811.000	862.000
795.000	802.000	774.000	802.000
795.000	799.000	798.000	799.000
794.000	799.000	787.000	867.000
791.000	799.000	811.000	864.000
791.000	801.000	800.000	801.000
788.000	798.000	797.000	798.000
788.000	798.000	813.000	866.000
794.000	798.000	813.000	809.000
790.000	798.000	819.000	809.000
790.000	801.000	800.000	801.000
790.000	797.000	796.000	797.000
793.000	797.000	813.000	865.000
790.000	803.000	783.000	803.000
790.000	800.000	799.000	800.000
790.000	800.000	815.000	868.000
790.000	797.000	812.000	865.000
793.000	797.000	821.000	865.000
796.000	803.000	782.000	803.000
796.000	799.000	798.000	799.000
796.000	796.000	795.000	867.000
792.000	796.000	821.000	864.000
796.000	802.000	782.000	802.000
796.000	799.000	798.000	799.000
782.000	789.000	795.000	865.000
791.000	789.000	784.000	774.000
791.000	802.000	781.000	802.000
795.000	798.000	804.000	798.000
794.000	798.000	794.000	798.000
791.000	798.000	784.000	930.000
794.000	801.000	807.000	801.000
794.000	798.000	804.000	798.000
793.000	798.000	793.000	798.000
790.000	798.000	790.000	809.000
790.000	800.000	815.000	800.000
790.000	797.000	803.000	803.000
793.000	797.000	793.000	803.000
793.000	797.000	809.000	808.000
793.000	800.000	806.000	800.000
786.000	800.000	815.000	797.000
783.000	796.000	812.000	327.000
792.000	796.000	792.000	937.000
796.000	802.000	789.000	808.000
786.000	799.000	805.000	799.000
786.000	796.000	802.000	796.000
789.000	796.000	811.000	796.000
792.000	802.000	808.000	802.000
795.000	802.000	788.000	802.000
785.000	799.000	814.000	799.000
782.000	795.000	810.000	799.000
791.000	795.000	791.000	799.000
795.000	801.000	774.000	801.000
785.000	798.000	813.000	798.000
774.000	798.000	794.000	798.000
790.000	798.000	790.000	936.000
787.000	801.000	807.000	801.000
787.000	797.000	803.000	803.000
784.000	797.000	793.000	803.000
793.000	797.000	809.000	808.000
790.000	797.000	790.000	808.000
790.000	800.000	815.000	800.000
790.000	797.000	803.000	327.000
792.000	797.000	792.000	327.000
792.000	803.000	809.000	809.000
789.000	799.000	805.000	799.000
789.000	799.000	815.000	799.000
783.000	796.000	795.000	796.000
792.000	796.000	785.000	931.000
796.000	802.000	782.000	802.000
796.000	799.000	798.000	799.000
782.000	789.000	795.000	777.000
791.000	789.000	784.000	929.000
795.000	801.000	800.000	801.000
795.000	798.000	797.000	798.000
794.000	798.000	787.000	809.000
791.000	798.000	784.000	809.000
787.000	801.000	800.000	801.000
787.000	798.000	797.000	798.000
787.000	798.000	786.000	866.000
793.000	798.000	810.000	803.000
790.000	798.000	819.000	803.000
790.000	800.000	815.000	868.000
790.000	797.000	796.000	797.000
793.000	797.000	821.000	865.000
789.000	803.000	782.000	803.000
789.000	800.000	799.000	800.000
789.000	789.000	795.000	865.000
789.000	789.000	805.000	863.000
792.000	802.000	801.000	802.000
796.000	802.000	817.000	802.000
796.000	799.000	807.000	867.000
795.000	799.000	795.000	867.000
792.000	799.000	820.000	864.000
795.000	802.000	801.000	802.000
795.000	798.000	797.000	798.000
794.000	798.000	823.000	790.000
791.000	804.000	803.000	776.000
781.000	801.000	800.000	801.000
781.000	798.000	797.000	798.000
794.000	798.000	806.000	789.000
790.000	804.000	803.000	804.000
790.000	801.000	800.000	801.000
790.000	801.000	816.000	801.000
790.000	797.000	805.000	788.000
793.000	797.000	802.000	802.000
